@relation R_data_frame

@attribute heat numeric
@attribute Attribute2 {nominal3,nominal4}
@attribute Attribute3 {nominal10,nominal11,nominal12,nominal13,nominal14,nominal15,nominal16,nominal17,nominal18,nominal19,nominal20,nominal5,nominal6,nominal7,nominal8,nominal9}
@attribute Attribute4 {nominal21,nominal22,nominal23,nominal24}
@attribute Attribute5 numeric
@attribute Attribute6 numeric
@attribute Attribute7 numeric
@attribute Attribute8 numeric
@attribute Attribute9 numeric
@attribute Attribute10 numeric
@attribute Attribute11 numeric
@attribute Attribute12 numeric

@data
22.19,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,2000
23.97,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,2000
25.84,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,2000
27.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,2000
29.79,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,2000
31.9,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,2000
34.07,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,2000
36.32,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,2000
38.65,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,2000
41.07,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,2000
7.21,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,2500
7.91,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,2500
8.71,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,2500
9.59,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,2500
10.55,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,2500
11.61,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,2500
12.74,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,2500
13.96,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,2500
15.27,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,2500
16.66,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,2500
18.13,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,2500
19.69,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,2500
21.33,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,2500
23.07,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,2500
24.88,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,2500
26.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,2500
28.77,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,2500
30.84,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,2500
33,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,2500
35.24,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,2500
37.56,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,2500
39.97,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,2500
42.47,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,2500
45.06,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,2500
47.72,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,2500
9.89,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,3000
10.75,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,3000
11.69,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,3000
12.74,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,3000
13.86,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,3000
15.08,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,3000
16.39,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,3000
17.79,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,3000
19.27,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,3000
20.84,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,3000
22.51,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,3000
24.26,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,3000
26.11,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,3000
28.04,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,3000
30.07,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,3000
32.18,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,3000
34.38,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,3000
36.67,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,3000
39.05,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,3000
41.52,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,3000
44.08,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,3000
46.74,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,3000
49.48,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,3000
52.3,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,3000
55.22,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,3000
12.99,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,3500
14.03,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,3500
15.17,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,3500
16.41,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,3500
17.72,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,3500
19.14,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,3500
20.65,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,3500
22.25,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,3500
23.94,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,3500
25.73,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,3500
27.6,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,3500
29.56,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,3500
31.63,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,3500
33.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,3500
36.03,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,3500
38.37,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,3500
40.8,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,3500
43.32,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,3500
45.94,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,3500
48.64,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,3500
51.44,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,3500
54.34,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,3500
57.32,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,3500
60.4,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,3500
63.57,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,3500
16.51,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,4000
17.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,4000
19.14,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,4000
20.59,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,4000
22.14,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,4000
23.79,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,4000
25.53,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,4000
27.36,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,4000
29.27,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,4000
31.3,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,4000
33.4,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,4000
35.61,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,4000
37.9,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,4000
40.3,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,4000
42.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,4000
45.36,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,4000
48.03,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,4000
50.8,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,4000
53.66,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,4000
56.61,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,4000
59.66,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,4000
62.8,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,4000
66.03,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,4000
69.36,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,4000
72.78,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,4000
20.44,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,4500
21.97,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,4500
23.59,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,4500
25.32,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,4500
27.12,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,4500
29.02,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,4500
31.01,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,4500
33.1,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,4500
35.28,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,4500
37.55,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,4500
39.92,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,4500
42.39,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,4500
44.93,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,4500
47.59,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,4500
50.32,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,4500
53.15,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,4500
56.08,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,4500
59.1,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,4500
62.21,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,4500
65.42,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,4500
68.71,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,4500
72.1,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,4500
75.58,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,4500
79.16,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,4500
82.83,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,4500
24.8,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0,5000
26.63,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,0.5,5000
28.54,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1,5000
30.55,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,1.5,5000
32.65,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2,5000
34.84,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,2.5,5000
37.12,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3,5000
39.49,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,3.5,5000
41.96,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4,5000
44.52,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,4.5,5000
47.16,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5,5000
49.89,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,5.5,5000
52.72,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6,5000
55.64,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,6.5,5000
58.64,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7,5000
61.75,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,7.5,5000
64.94,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8,5000
68.22,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,8.5,5000
71.59,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9,5000
75.06,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,9.5,5000
78.61,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10,5000
82.25,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,10.5,5000
85.99,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11,5000
89.81,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,11.5,5000
93.74,nominal3,nominal8,nominal21,2155,86.6,89,4,105,130,12,5000
0.2,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,100
0.8,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,100
1.44,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,100
2.13,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,100
2.87,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,100
3.66,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,100
4.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,100
5.37,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,100
6.31,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,100
7.29,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,100
8.31,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,100
9.39,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,100
10.5,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,100
11.68,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,100
12.89,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,100
14.16,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,100
15.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,100
16.83,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,100
18.24,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,100
19.69,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,100
21.2,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,100
22.75,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,100
24.35,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,100
26,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,100
27.7,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,100
1.97,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,1000
2.54,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,1000
3.18,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,1000
3.9,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,1000
4.68,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,1000
5.54,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,1000
6.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,1000
7.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,1000
8.55,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,1000
9.7,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,1000
10.92,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,1000
12.21,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,1000
13.58,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,1000
15.02,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,1000
16.53,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,1000
18.11,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,1000
19.77,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,1000
21.5,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,1000
23.3,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,1000
25.17,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,1000
27.12,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,1000
29.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,1000
31.24,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,1000
33.4,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,1000
35.64,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,1000
3.65,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,1500
4.26,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,1500
4.96,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,1500
5.74,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,1500
6.6,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,1500
7.55,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,1500
8.58,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,1500
9.7,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,1500
10.9,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,1500
12.18,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,1500
13.54,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,1500
14.99,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,1500
16.53,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,1500
18.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,1500
19.84,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,1500
21.62,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,1500
23.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,1500
25.45,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,1500
27.48,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,1500
29.6,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,1500
31.8,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,1500
34.09,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,1500
36.46,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,1500
38.91,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,1500
41.45,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,1500
5.81,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,2000
6.51,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,2000
7.31,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,2000
8.2,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,2000
9.18,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,2000
10.25,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,2000
11.41,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,2000
12.67,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,2000
14.02,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,2000
15.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,2000
17,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,2000
18.63,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,2000
20.36,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,2000
22.17,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,2000
24.08,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,2000
26.08,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,2000
28.17,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,2000
30.36,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,2000
32.64,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,2000
35.01,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,2000
37.48,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,2000
40.03,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,2000
42.68,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,2000
45.42,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,2000
48.26,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,2000
8.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,2500
9.3,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,2500
10.24,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,2500
11.27,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,2500
12.4,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,2500
13.64,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,2500
14.97,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,2500
16.41,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,2500
17.94,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,2500
19.58,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,2500
21.31,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,2500
23.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,2500
25.07,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,2500
27.11,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,2500
29.24,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,2500
31.47,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,2500
33.81,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,2500
36.24,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,2500
38.78,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,2500
41.41,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,2500
44.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,2500
46.97,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,2500
49.91,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,2500
52.95,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,2500
56.08,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,2500
11.62,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,3000
12.63,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,3000
13.74,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,3000
14.97,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,3000
16.29,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,3000
17.72,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,3000
19.26,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,3000
20.9,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,3000
22.64,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,3000
24.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,3000
26.45,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,3000
28.51,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,3000
30.68,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,3000
32.95,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,3000
35.33,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,3000
37.81,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,3000
40.4,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,3000
43.09,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,3000
45.89,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,3000
48.79,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,3000
51.8,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,3000
54.92,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,3000
58.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,3000
61.46,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,3000
64.89,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,3000
15.26,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,3500
16.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,3500
17.83,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,3500
19.28,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,3500
20.82,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,3500
22.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,3500
24.27,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,3500
26.14,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,3500
28.13,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,3500
30.23,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,3500
32.43,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,3500
34.74,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,3500
37.17,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,3500
39.7,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,3500
42.34,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,3500
45.09,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,3500
47.94,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,3500
50.9,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,3500
53.98,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9,3500
57.16,nominal3,nominal9,nominal21,2497,84,87,5,105,130,9.5,3500
60.45,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10,3500
63.86,nominal3,nominal9,nominal21,2497,84,87,5,105,130,10.5,3500
67.36,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11,3500
70.98,nominal3,nominal9,nominal21,2497,84,87,5,105,130,11.5,3500
74.7,nominal3,nominal9,nominal21,2497,84,87,5,105,130,12,3500
19.4,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0,4000
20.89,nominal3,nominal9,nominal21,2497,84,87,5,105,130,0.5,4000
22.49,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1,4000
24.2,nominal3,nominal9,nominal21,2497,84,87,5,105,130,1.5,4000
26.02,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2,4000
27.96,nominal3,nominal9,nominal21,2497,84,87,5,105,130,2.5,4000
30,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3,4000
32.15,nominal3,nominal9,nominal21,2497,84,87,5,105,130,3.5,4000
34.4,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4,4000
36.78,nominal3,nominal9,nominal21,2497,84,87,5,105,130,4.5,4000
39.25,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5,4000
41.84,nominal3,nominal9,nominal21,2497,84,87,5,105,130,5.5,4000
44.54,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6,4000
47.36,nominal3,nominal9,nominal21,2497,84,87,5,105,130,6.5,4000
50.27,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7,4000
53.3,nominal3,nominal9,nominal21,2497,84,87,5,105,130,7.5,4000
56.44,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8,4000
59.69,nominal3,nominal9,nominal21,2497,84,87,5,105,130,8.5,4000
